Accuracy,Epoch,Loss
0.06235827666426462,10,3.5030837059020996
0.06938775516961977,20,3.3996071815490723
0.4374149657701419,30,1.8172221183776855
0.6848072559114486,40,0.5546555519104004
0.7680272110195117,50,0.5299626588821411
0.8004535148473554,60,0.528257429599762
0.81927437652536,70,0.381015419960022
0.829931972897242,80,0.37777870893478394
0.835374149524706,90,0.29659515619277954
0.8362811787598798,100,0.19498413801193237
0.8424036279827559,110,0.41443532705307007
0.8666666662341613,120,0.6127446889877319
0.854875283311554,130,0.418956995010376
0.8505668930185625,140,0.0687803104519844
0.8519274380201656,150,0.24131038784980774
0.8657596367557032,160,0.3192443251609802
0.8598639456863576,170,0.37455615401268005
0.8621315193554712,180,0.1807766854763031
0.8675736959829352,190,0.2940000891685486
0.8612244896337289,200,0.11767612397670746
0.8632653059602595,210,0.2563493251800537
0.8673469388836366,220,0.18293353915214539
0.8662131512786796,230,0.3303506374359131
0.8671201814869904,240,0.06321946531534195
0.8730158728266519,250,0.17795386910438538
0.8809523802495598,260,0.2940717041492462
0.8823129252511628,270,0.6465493440628052
0.8605442177952012,280,0.15138055384159088
0.87233560074484,290,0.36115971207618713
0.877551020489258,300,0.2579424977302551
0.8802721086813479,310,0.17779144644737244
0.8786848068237305,320,0.41795089840888977
0.8873015868690819,330,0.5322633981704712
0.8780045349581712,340,0.117564857006073
0.8854875279121659,350,0.2940155267715454
0.8789115641933449,360,0.23586395382881165
0.8829931971167221,370,0.23537227511405945
0.8832199544863366,380,0.1763276308774948
0.8829931970896905,390,0.11897905170917511
0.8800453513117334,400,0.23510581254959106
0.87233560074484,410,0.4709963798522949
0.8807256236638612,420,0.13514569401741028
0.8875283447793282,430,0.29384535551071167
0.8884353737171545,440,0.1773061901330948
0.8934240361189897,450,0.4126024842262268
0.8888888889699836,460,0.2502591013908386
0.8748299320538838,470,0.3526131510734558
0.8888888887266994,480,0.05878424644470215
0.8861678005616411,490,0.35280948877334595
0.8836734689552498,500,0.11754566431045532
