Accuracy,Epoch,Loss
0.06848072562189329,10,3.419048309326172
0.14263038555510732,20,3.2160818576812744
0.4916099772701999,30,2.082726001739502
0.7437641721734114,40,1.035753846168518
0.8401360542595792,50,0.24839964509010315
0.8725623580874229,60,0.35652652382850647
0.8891156465828824,70,0.21008503437042236
0.900000000324379,80,0.19954434037208557
0.9142857140694616,90,0.1241820827126503
0.9092970514513739,100,0.18549934029579163
0.9201814059497547,110,0.19092458486557007
0.9235827662236566,120,0.1275901049375534
0.9240362812332015,130,0.07133034616708755
0.9165532880359226,140,0.19048258662223816
0.9199546483098244,150,0.059184327721595764
0.9235827667642883,160,0.19404970109462738
0.9306122449520223,170,0.12498500943183899
0.9265306122989612,180,0.18354877829551697
0.9351473918036809,190,0.1763223558664322
0.9321995459986923,200,0.1852569878101349
0.9321995462690081,210,0.0007359905284829438
0.9331065754771503,220,0.26579487323760986
0.9392290247270579,230,0.0007353522232733667
0.9353741491732954,240,0.17665749788284302
0.9303854870417761,250,0.0001312726817559451
0.9242630383325001,260,0.0627204030752182
0.92857142808486,270,0.17631518840789795
0.9310657588803039,280,0.17656394839286804
0.9346938770644518,290,0.12049417197704315
0.9269841264975585,300,0.17631638050079346
0.93560090654291,310,0.17631463706493378
0.9362811789220693,320,0.11758115887641907
0.930385487312092,330,0.1763652265071869
0.9328798181075357,340,0.35262590646743774
0.9392290249973738,350,0.11753824353218079
0.9430838997401888,360,0.05877010524272919
0.9335600902163793,370,0.05882471054792404
0.9281179138862627,380,0.21368181705474854
0.9319727883587618,390,0.17630665004253387
0.9317460312594632,400,0.17663967609405518
0.9433106573801192,410,0.1763269454240799
0.9340136052259241,420,0.1763089895248413
0.9312925162499184,430,0.1201428472995758
0.9376417231397564,440,0.1763075590133667
0.9401360539352002,450,0.1763285994529724
0.9342403623252229,460,0.11759638786315918
0.9396825389256553,470,0.23507526516914368
0.9265306120286453,480,0.0005968312034383416
0.9403628110344988,490,0.14574527740478516
0.9394557815560408,500,0.2350994348526001
