Accuracy,Epoch,Loss
0.14013605434067394,10,3.432464599609375
0.26235827677914886,20,2.9359469413757324
0.4641723358441913,30,1.9331554174423218
0.6331065756393398,40,1.2492473125457764
0.7755102036491273,50,0.7749887704849243
0.8031746027420978,60,0.6785967350006104
0.8195011330840268,70,0.557223916053772
0.8378684810500026,80,0.4376831352710724
0.8408163263143595,90,0.3772379159927368
0.8444444444985076,100,0.36297428607940674
0.8598639453619786,110,0.28266847133636475
0.8587301585139061,120,0.36580753326416016
0.8705215417338606,130,0.25029754638671875
0.8741496596476929,140,0.356004923582077
0.8764172330735222,150,0.3330867886543274
0.8668934238200285,160,0.3935307562351227
0.8891156457719349,170,0.39799070358276367
0.8825396823234298,180,0.33739304542541504
0.8827664394227285,190,0.16042257845401764
0.8902494328903233,200,0.32426226139068604
0.8882086165637927,210,0.20343509316444397
0.8900226755207088,220,0.17592006921768188
0.8922902492168538,230,0.21956892311573029
0.8879818591941782,240,0.2623000144958496
0.9029478453184201,250,0.19076982140541077
0.9004535142526605,260,0.16634748876094818
0.9074829924403945,270,0.20859549939632416
0.8986394552957444,280,0.21107015013694763
0.8999999995134315,290,0.16682033240795135
0.900226756883046,300,0.207834854722023
0.9031746026880346,310,0.17451201379299164
0.9056689342673944,320,0.20852862298488617
0.89138321946808,330,0.26074525713920593
0.9018140584703476,340,0.15790395438671112
0.9000000000270316,350,0.17300254106521606
0.9088435374419975,360,0.15480740368366241
0.9061224482227075,370,0.19109106063842773
0.9038548745265623,380,0.2365168333053589
0.9038548747968782,390,0.08937925100326538
0.9065759632322523,400,0.22225497663021088
0.8999999995134315,410,0.15853384137153625
0.9140589561592154,420,0.18476206064224243
0.906802720331551,430,0.10586690157651901
0.9133786840503718,440,0.16133761405944824
0.9077097498100091,450,0.192477285861969
0.9081632645492381,460,0.09912709146738052
0.9095238087669252,470,0.16776612401008606
0.9142857135288299,480,0.18250229954719543
0.90725623507078,490,0.16987168788909912
0.8995464847742024,500,0.20348183810710907
0.9043083892657914,510,0.1845734417438507
0.9154195003769025,520,0.10026869177818298
0.9126984119415283,530,0.18243896961212158
0.9122448972022993,540,0.13864044845104218
0.9040816324368085,550,0.17605505883693695
0.9126984119415283,560,0.11383233219385147
0.9154195003769025,570,0.2107890099287033
0.9113378679941571,580,0.115529865026474
0.9043083895361073,590,0.2087990641593933
0.9106575956149977,600,0.19619545340538025
0.9131519266807574,610,0.10994725674390793
0.9115646258773717,620,0.1992776244878769
0.9083900221891684,630,0.1450054794549942
0.9129251693111429,640,0.14405271410942078
0.9077097500803248,650,0.08348405361175537
0.9065759637458525,660,0.13599887490272522
0.9081632645492381,670,0.11075487732887268
0.9072562353410959,680,0.16035930812358856
0.9145124708984445,690,0.14178699254989624
0.9151927430072879,700,0.1692420393228531
0.9124716545719138,710,0.13617855310440063
0.9122448979862152,720,0.19034934043884277
0.9170068024778042,730,0.15891706943511963
0.916099772485746,740,0.12436428666114807
0.9122448972022993,750,0.17698493599891663
0.9122448972022993,760,0.14207638800144196
0.9081632645492381,770,0.2345278412103653
0.917006801964204,780,0.1671820878982544
0.9181405888122767,790,0.0870782881975174
0.9120181403462849,800,0.24077008664608002
0.9140589561592154,810,0.12156002223491669
0.9138321987896009,820,0.16572675108909607
0.9188208609211201,830,0.0971289873123169
0.9088435366580816,840,0.158138707280159
0.9183673461818911,850,0.14750555157661438
0.9124716548422297,860,0.1685020476579666
0.9106575956149977,870,0.1748521476984024
0.9113378682374413,880,0.20400935411453247
0.9201814051388072,890,0.13672740757465363
0.9063492058626378,900,0.18440602719783783
0.9163265298553606,910,0.20852583646774292
0.9197278909131783,920,0.23805247247219086
0.9174603172170332,930,0.08190163969993591
0.9167800445945895,940,0.1638692319393158
0.9106575958853136,950,0.1493387669324875
0.9097505664068555,960,0.10743309557437897
0.909523809037241,970,0.16000239551067352
0.9158730156297316,980,0.25642356276512146
0.9149659861512736,990,0.15365596115589142
0.9179138319562622,1000,0.08691926300525665
